WeaponID,No.,Name,カテゴリー,属性,攻撃力,攻撃力10-5,属性値,属性値10-5,会心率,装備スキル①,装備スキル①Lv,画像,装備スキル②,装備スキル②Lv,モンスター,画像ファイルネーム,s3Url,補足,CreatedAt,UpdatedAt
Y76gL8kv,90024,禍ツ鉞ノ幽鬼グロル5,チャージアックス,爆破,1516,,496,,0,破壊王,1,,,,マガイマガド,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E7%A6%8D%E3%83%84%E9%89%9E%E3%83%8E%E5%B9%BD%E9%AC%BC%E3%82%B0%E3%83%AD%E3%83%AB.png,,2024/10/12 22:17:18,2024/10/12 22:17:18
Nttg6Ddp,90025,金剛盾斧イカヅチ5,チャージアックス,雷属性,1318,,1261,,-30,早業,1,,,,ラージャン,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E9%87%91%E5%89%9B%E7%9B%BE%E6%96%A7%E3%82%A4%E3%82%AB%E3%83%85%E3%83%81.png,,2024/10/12 22:14:19,2024/10/12 22:14:19
uXI9QTJu,90026,壊滅の一束5,チャージアックス,龍属性,1553,,974,,0,狩人の結束,1,,破壊王,2,ネルギガンテ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E5%A3%8A%E6%BB%85%E3%81%AE%E4%B8%80%E6%9D%9F.png,,2024/10/14 12:46:11,2024/10/14 12:46:11
iZ7UtsQB,90027,甲盾斧ロタシオン5,チャージアックス,麻痺,1516,,496,,0,回避距離UP,1,,,,ラングロトラ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E7%94%B2%E7%9B%BE%E6%96%A7%E3%83%AD%E3%82%BF%E3%82%B7%E3%82%AA%E3%83%B3.png,,,
MMg9mCO1,90028,夢幻のメロウベロウ5,チャージアックス,睡眠,1567,,496,,-15,回避距離UP,1,,,,イソネミクニ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E5%A4%A2%E5%B9%BB%E3%81%AE%E3%83%A1%E3%83%AD%E3%82%A6%E3%83%99%E3%83%AD%E3%82%A6.png,,,
Srt37due,90029,レックスアームズ6,チャージアックス,無属性,2198,,0,,-40,凶会心,1,,,,ティガレックス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%83%AC%E3%83%83%E3%82%AF%E3%82%B9%E3%82%A2%E3%83%BC%E3%83%A0%E3%82%BA.png,,,
R61Jren7,90030,カーサスアームズ6,チャージアックス,無属性,2198,,0,,-10,回避装填,5,,,,ティガレックス亜種,,,,,
IRsnCSHv,90031,纏盾斧ジャマカクタル5,チャージアックス,無属性,1834,,0,,10,防御の備え,1,,,,チャタカブラ,,,,,
ZsbQy5Uq,90032,灼炎のディマンダー改5,チャージアックス,火属性,1318,,1261,,-30,凶会心,1,,,,ディノバルド,,,,,
wY47qsDc,90033,幻想のクリズモス5,チャージアックス,毒,1741,,505,,0,狩人の結束,1,,闇討ち【状態異常】,2,オオナズチ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E5%B9%BB%E6%83%B3%E3%81%AE%E3%82%AF%E3%83%AA%E3%82%BA%E3%83%A2%E3%82%B9.png,,,
iUxWxiNi,90034,ディープシュネーゲル7,チャージアックス,氷属性,1293,,910,,0,勇猛,1,,,,ブラントドス,,,,,
nksoxvav,90035,ヒドゥンガーディアン6,チャージアックス,無属性,1738,,0,,40,死中に活,2,,,,ナルガクルガ,,,,,
S8foogS5,90036,ヒュドロスカルディア5,チャージアックス,水属性,1328,,1074,,20,狩人の結束,1,,弱点特効,1,ネロミェール,,,,,
bSLSHkfT,90037,冷たき月の盾斧改5,チャージアックス,氷属性,1020,,1173,,0,ハイチャージ【氷】,1,,,,ルナガロン,,,,,
o4kEkJ8w,90038,ゴルム・ハート改5,チャージアックス,無属性,1979,,0,,0,果敢,1,,,,ガランゴルム,,,,,
MClTclSi,90039,ローゼンリューペー改5,チャージアックス,毒,1756,,282,,20,破壊王【SPスキル】,2,,,,エスピナス,,,,,
YTztd4aQ,90040,血焉のアードラ5,チャージアックス,龍属性,1205,,1305,,0,狩人の結束,1,,ハイチャージ【龍】,1,メル・ゼナ,,,,,
JYXFVG2z,90041,ゴシャガガシャ5,チャージアックス,氷属性,1311,,1200,,-30,凶会心,1,,,,ゴシャハギ,,,,,
fNpTng4m,90042,霹雷斧アムガラクレス5,チャージアックス,雷属性,1138,,1156,,20,雷属性攻撃強化,1,,,,ライゼクス,,,,,
vtYWS00F,90043,カーニバル2024アームズ7,チャージアックス,爆破,1623,,313,,0,防御,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%82%AB%E3%83%BC%E3%83%8B%E3%83%90%E3%83%AB2024%E3%82%A2%E3%83%BC%E3%83%A0%E3%82%BA.png,,2024/10/14 12:53:01,2024/10/18 10:04:55
LQx80Asu,90044,ハードボーンアームズ5,チャージアックス,無属性,1596,,0,,0,SPゲージ加速,1,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/900xx/%E3%83%8F%E3%83%BC%E3%83%89%E3%83%9C%E3%83%BC%E3%83%B3%E3%82%A2%E3%83%BC%E3%83%A0%E3%82%BA.png,,2024/08/02 14:06:52,2024/10/03 11:08:35
XAY8oA14,90045,エスペラアームズ5,チャージアックス,無属性,1878,,0,,0,ロックオン,1,,,,なし,,,,,
DxAQfW6R,90046,エッグトイアームズ8,チャージアックス,無属性,1893,,0,,0,エッグブースト,1,,,,なし,,,,,
QrcljOtC,91001,スティールブレード５,操虫棍,無属性,1912,,0,,0,毒耐性,2,,,,なし,,,,,
DRy8GwWD,91002,アルノーラス５,操虫棍,無属性,1912,,0,,30,不屈,2,,,,クルルヤック,,,,,
sfQAF0f6,91003,ダチュラブレード５,操虫棍,毒,1912,,417,,0,闇討ち,1,,,,プケプケ,,,,,
F4IlFfI8,91004,ラグーナグレイブ６,操虫棍,水属性,1463,,1420,,0,耳栓,1,,,,プケプケ亜種,,,,,
czbMvSnh,91005,カガチノハシラ５,操虫棍,雷属性,1549,,1131,,0,回避距離UP,1,,,,トビカガチ,,,,,
hS45yKx7,91006,ベニカガチノマヒバシラ６,操虫棍,麻痺,2127,,364,,10,連撃,1,,連撃・境地,1,トビカガチ亜種,,,,,
gunuj7VM,91007,ニュクスブレード６,操虫棍,睡眠,2103,,312,,0,闇討ち,1,,,,パオウルムー亜種,,,,,
AvEKVGhG,91008,ウォーターグレイブ５,操虫棍,水属性,1549,,1131,,0,背水防御,1,,,,ジュラトドス,,,,,
QX0zgmhm,91009,フラムエルカラモス改５,操虫棍,火属性,1549,,1131,,0,尻上がり,1,,,,アンジャナフ,,,,,
EBEeDuVn,91010,雷顎棍ドネルカラモス改５,操虫棍,雷属性,1434,,1434,,20,会心撃【属性】,1,,,,アンジャナフ亜種,,,,,
eXJXA4AO,91011,クイーンレガリア５,操虫棍,毒,1817,,516,,0,体力増強,2,,,,リオレイア,,,,,
FKjamo5x,91012,フリーズゲイル５,操虫棍,氷属性,1463,,1420,,0,精霊の加護,2,,,,レイギエナ,,,,,
rWl9pATD,91013,タイラントグレイブ５,操虫棍,無属性,2371,,0,,0,火事場力,1,,,,ディアブロス,,,,,
v6ShgzHI,91014,タナトスグレイブ６,操虫棍,無属性,2658,,0,,-30,破壊王,1,,,,ディアブロス亜種,,,,,
aPXZxSgY,91015,火竜棍５,操虫棍,火属性,1463,,1420,,0,耳栓,1,,,,リオレウス,,,,,
of6a1sUk,91016,蒼炎棍【飛翔】６,操虫棍,火属性,2015,,752,,0,SPスキル威力UP,1,,,,リオレウス亜種,,,,,
efnvkCCx,91017,繚乱の輝竜戟５,操虫棍,火属性,1507,,1345,,30,会心撃【属性】,2,,追い打ち【毒】,1,リオレウス希少種,,,,,
Q8ZSiL0v,91018,アンバーハーケン改５,操虫棍,氷属性,1426,,1131,,20,回避距離UP,1,,,,ベリオロス,,,,,
fsai0RXM,91019,王牙棍【別雷】１,操虫棍,雷属性,1463,,1420,,0,ジャスト回避強化,1,,,,ジンオウガ,,,,,
gi1KM4fh,91020,デステリオバーラ５,操虫棍,雷属性,1903,,785,,0,ロックオン,1,,,,ツィツィヤック,,,,,
Qrk00c26,91021,惑いの三鈷杵５,操虫棍,無属性,2059,,0,,20,SPゲージ加速【ジャスト回避】,1,,,,オドガロン,,,,,
wyaoAJVY,91022,死線【デッドライン】５,操虫棍,龍属性,1363,,1436,,20,超会心,1,,,,オドガロン亜種,,,,,
e898WvRa,91023,グランジストーム５,操虫棍,龍属性,1579,,1568,,-30,邁進,2,,,,イビルジョー,,,,,
ywT2UvRU,91024,フルボルトチャンバー５,操虫棍,雷属性,1429,,1134,,20,フルチャージ,1,,,,フルフル,,,,,
DAhqGk0Y,91025,クイド＝ダオラ５,操虫棍,氷属性,1861,,1210,,0,狩人の結束,1,,風圧耐性,2,クシャルダオラ,,,,,
hNCAsWLf,91026,すがのねの長薙の巴５,操虫棍,水属性,1363,,1436,,20,ジャスト回避強化,1,,,,タマミツネ,,,,,
GMJEuoVh,91027,暁の潰棍シルラテス５,操虫棍,火属性,1903,,785,,0,ロックオン,1,,,,アケノシルム,,,,,
LoAcy905,91028,禍ツ鉾ノ幽鬼ギネーヴ５,操虫棍,爆破,1817,,516,,0,破壊王,1,,,,マガイマガド,,,,,
LsE1ddsF,91029,金砕棍ゴーデンライ５,操虫棍,雷属性,1579,,1568,,-30,軽巧,2,,,,ラージャン,,,,,
jriZsgIk,91030,撲滅の導灯５,操虫棍,龍属性,1861,,1210,,0,狩人の結束,1,,破壊王,2,ネルギガンテ,,,,,
LkNxYSOk,91031,アウリスギドゥス５,操虫棍,氷属性,1903,,785,,0,ロックオン,1,,,,ウルクスス,,,,,
nIJAq7rl,91032,夢幻のメロウフラウ５,操虫棍,睡眠,1878,,516,,-15,回避距離UP,1,,,,イソネミクニ,,,,,
upbWdgxe,91033,レックスロッド６,操虫棍,無属性,2633,,0,,-40,凶会心,1,,,,ティガレックス,,,,,
nHXdUYX5,91034,カーサスロッド６,操虫棍,無属性,2633,,0,,-10,強化持続,3,,,,ティガレックス亜種,,,,,
blkzJaWM,91035,藍の稲光５,操虫棍,雷属性,1444,,1622,,0,狩人の結束,1,,力の解放,1,キリン,,,,,
gOuWXcP3,91036,チャタロッド９,操虫棍,無属性,2197,,0,,10,防御の備え,1,,,,チャタカブラ,,,,,
F4CJgo7B,91037,灼炎のテウザー改５,操虫棍,火属性,1579,,1568,,-30,凶会心,1,,,,ディノバルド,,,,,
g4TsluPf,91038,ヘイズキャスター５,操虫棍,毒,2086,,526,,0,狩人の結束,1,,闇討ち【状態異常】,2,オオナズチ,,,,,
E4j19LM6,91039,ブラングレイヴ７,操虫棍,氷属性,1549,,1131,,0,勇猛,1,,,,ブラントドス,,,,,
SyPkRiVf,91040,ヒドゥンケイン６,操虫棍,無属性,2186,,0,,40,死中に活,2,,,,ナルガクルガ,,,,,
MaxdYn3j,91041,ヒュドロスアーケーン５,操虫棍,水属性,1591,,1335,,20,狩人の結束,1,,弱点特効,1,ネロミェール,,,,,
y67Bp9SG,91042,ゴルム・グレイヴ改５,操虫棍,無属性,2371,,0,,0,果敢,1,,,,ガランゴルム,,,,,
w48uA6qJ,91043,冷たき月の双刃棍改５,操虫棍,氷属性,1222,,1458,,0,ハイチャージ【氷】,1,,,,ルナガロン,,,,,
OnzLQm03,91044,ローゼンシュタンゲ改５,操虫棍,火属性,1434,,1434,,20,破壊王【SPスキル】,2,,,,エスピナス,,,,,
IJpvLPf2,91045,笞打ちのシュトック５,操虫棍,龍属性,1444,,1622,,0,狩人の結束,1,,ハイチャージ【龍】,1,メル・ゼナ,,,,,
DtBaskQW,91046,ゴシャガボコォ５,操虫棍,氷属性,1570,,1492,,-30,凶会心,1,,,,ゴシャハギ,,,,,
E8zb5fdA,91047,雷牙の霆竜棍改５,操虫棍,雷属性,1363,,1436,,20,雷属性攻撃強化,1,,,,ライゼクス,,,,,
GteAEFHF,91048,キーラアルティール改５,操虫棍,無属性,2335,,0,,30,攻撃活性,1,,,,セルレギオス,,,,,
AmETom1t,91049,ハードボーンロッド５,操虫棍,無属性,1912,,0,,0,SPゲージ加速,1,,,,なし,,,,,
c103BdPk,91050,エスペラロッド５,操虫棍,無属性,1878,,0,,0,ロックオン,1,,,,なし,,,,,
SnQRuCng,100001,ハイチェーンブリッツ5,ライトボウガン,無属性,1596,,0,,0,毒耐性,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%83%8F%E3%82%A4%E3%83%81%E3%82%A7%E3%83%BC%E3%83%B3%E3%83%96%E3%83%AA%E3%83%83%E3%83%84.png,,2024/08/03 9:29:34,2024/10/17 20:34:16
eEYqWn7h,100002,ジャグラスファイア5,ライトボウガン,水属性,1373,,607,,0,体力増強,2,,,,ドスジャグラス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%82%B8%E3%83%A3%E3%82%B0%E3%83%A9%E3%82%B9%E3%83%95%E3%82%A1%E3%82%A4%E3%82%A2.png,,2024/08/03 9:29:34,2024/10/17 20:34:45
bBaXjuSf,100003,ラグーナブリッツ6,ライトボウガン,水属性,1221,,1142,,0,耳栓,1,,,,プケプケ亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%83%A9%E3%82%B0%E3%83%BC%E3%83%8A%E3%83%96%E3%83%AA%E3%83%83%E3%83%84.png,,2024/08/03 9:29:34,2024/10/17 22:36:49
hfbOcPkY,100004,ボルボショット5,ライトボウガン,無属性,1756,,0,,0,防御,2,,,,ボルボロス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%83%9C%E3%83%AB%E3%83%9C%E3%82%B7%E3%83%A7%E3%83%83%E3%83%88.png,,2024/08/03 9:29:34,2024/12/06 20:45:33
My4AHj0K,100005,ライトニングブリッツ5,ライトボウガン,雷属性,1293,,910,,0,回避距離UP,1,,,,トビカガチ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%83%A9%E3%82%A4%E3%83%88%E3%83%8B%E3%83%B3%E3%82%B0%E3%83%96%E3%83%AA%E3%83%83%E3%83%84.png,,2024/08/03 9:29:34,2024/10/17 20:35:33
QKunYw1s,100006,ウルムーティフォン5,ライトボウガン,無属性,1764,,0,,0,精霊の加護,2,,,,パオウルムー,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%82%A6%E3%83%AB%E3%83%A0%E3%83%BC%E3%83%86%E3%82%A3%E3%83%95%E3%82%A9%E3%83%B3.png,,2024/08/03 9:29:34,2024/10/17 20:36:01
T1FM3gAZ,100007,ナイトメアシード6,ライトボウガン,無属性,1979,,0,,0,闇討ち,1,,,,パオウルムー亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%83%8A%E3%82%A4%E3%83%88%E3%83%A1%E3%82%A2%E3%82%B7%E3%83%BC%E3%83%89.png,,2024/08/03 9:29:34,2024/10/17 20:36:21
njKWFlwi,100008,シュラムバレット5,ライトボウガン,水属性,1293,,910,,0,背水防御,1,,,,ジュラトドス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%82%B7%E3%83%A5%E3%83%A9%E3%83%A0%E3%83%90%E3%83%AC%E3%83%83%E3%83%88.png,,2024/08/03 9:29:34,2024/10/18 10:17:24
IXpuST0B,100009,ジャナフバスター5,ライトボウガン,火属性,1293,,910,,0,尻上がり,1,,,,アンジャナフ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%82%B8%E3%83%A3%E3%83%8A%E3%83%95%E3%83%90%E3%82%B9%E3%82%BF%E3%83%BC.png,,2024/08/03 9:29:34,2024/10/18 10:16:55
hSYYmxmY,100010,バル=ジャナール6,ライトボウガン,雷属性,1203,,1278,,-40,凶会心,1,,,,アンジャナフ亜種,,,,,
mnc0Cco0,100011,ゴールドヴァルキリー5,ライトボウガン,無属性,1993,,0,,30,追い打ち【毒】,2,,,,リオレイア希少種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%82%B4%E3%83%BC%E3%83%AB%E3%83%89%E3%83%B4%E3%82%A1%E3%83%AB%E3%82%AD%E3%83%AA%E3%83%BC.png,,2024/10/14 13:03:25,2024/10/14 13:03:25
we4hjuyx,100012,フロストブリッツ5,ライトボウガン,氷属性,1221,,1142,,0,精霊の加護,2,,,,レイギエナ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%83%95%E3%83%AD%E3%82%B9%E3%83%88%E3%83%96%E3%83%AA%E3%83%83%E3%83%84.png,,2024/08/03 9:29:34,2024/10/03 17:32:51
RLWoJdGp,100013,レウスバスター5,ライトボウガン,火属性,1221,,1142,,0,耳栓,1,,,,リオレウス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%83%AC%E3%82%A6%E3%82%B9%E3%83%90%E3%82%B9%E3%82%BF%E3%83%BC.png,,2024/08/03 9:29:34,2024/10/17 22:36:28
LDldW8kf,100014,蒼炎弩ソウルバスター6,ライトボウガン,火属性,1682,,605,,0,SPスキル威力アップ,1,,,,リオレウス亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E8%92%BC%E7%82%8E%E5%BC%A9%E3%82%BD%E3%82%A6%E3%83%AB%E3%83%90%E3%82%B9%E3%82%BF%E3%83%BC.png,,2024/08/03 9:29:34,2024/10/17 20:36:42
OT9FXGEH,100015,煌竜弩シルバーレイ5,ライトボウガン,火属性,1258,,1082,,30,会心撃【属性】,2,,,,リオレウス希少種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E7%85%8C%E7%AB%9C%E5%BC%A9%E3%82%B7%E3%83%AB%E3%83%90%E3%83%BC%E3%83%AC%E3%82%A4.png,,2024/10/14 12:57:38,2024/10/14 12:57:38
R1payjTC,100016,巨牛の大弩8,ライトボウガン,無属性,1764,,0,,0,体幹強化,2,,,,バフバロ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E5%B7%A8%E7%89%9B%E3%81%AE%E5%A4%A7%E5%BC%A9.png,,2024/08/03 9:29:34,2024/10/17 12:49:08
rCPAFL3T,100017,ブリザードカノン改5,ライトボウガン,氷属性,1191,,910,,20,回避距離UP,1,,,,ベリオロス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%83%96%E3%83%AA%E3%82%B6%E3%83%BC%E3%83%89%E3%82%AB%E3%83%8E%E3%83%B3%E6%94%B9.png,,2024/08/03 9:29:34,2024/10/17 12:48:46
oCDMzRW2,100018,王弩ライカン改5,ライトボウガン,雷属性,1221,,1142,,0,ジャスト回避強化,1,,,,ジンオウガ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E7%8E%8B%E5%BC%A9%E3%83%A9%E3%82%A4%E3%82%AB%E3%83%B3%E6%94%B9.png,,2024/08/03 9:29:34,2024/10/17 12:48:20
VOAXWpNq,100019,宿命の火5,ライトボウガン,無属性,1719,,0,,20,SPゲージ加速【ジャスト回避】,1,,,,オドガロン,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E5%AE%BF%E5%91%BD%E3%81%AE%E7%81%AB.png,,2024/08/03 9:29:34,2024/10/17 10:38:54
hvxfHm0T,100020,死霊【ゴースト】5,ライトボウガン,龍属性,1138,,1156,,20,超会心,1,,,,オドガロン亜種,,,,,
nf4NM5ko,100021,マッドネスグリーフ5,ライトボウガン,龍属性,1318,,1261,,-30,尻上がり,2,,,,イビルジョー,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%83%9E%E3%83%83%E3%83%89%E3%83%8D%E3%82%B9%E3%82%B0%E3%83%AA%E3%83%BC%E3%83%95.png,,2024/08/03 9:29:34,2024/12/06 20:45:10
yWRQWD4z,100022,グレネードリボルバー5,ライトボウガン,火属性,1666,,527,,-15,火事場力,1,,,,バサルモス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%82%B0%E3%83%AC%E3%83%8D%E3%83%BC%E3%83%89%E3%83%AA%E3%83%9C%E3%83%AB%E3%83%90%E3%83%BC.png,,2024/08/03 9:29:34,2024/12/06 20:44:16
ZNezHySS,100023,フルーミィシリンジ5,ライトボウガン,雷属性,1194,,913,,20,フルチャージ,1,,,,フルフル,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%83%95%E3%83%AB%E3%83%BC%E3%83%9F%E3%82%A3%E3%82%B7%E3%83%AA%E3%83%B3%E3%82%B8.png,,2024/08/03 9:29:34,2024/12/06 20:44:45
VYzdXIdN,100024,ホーネス=ダオラ5,ライトボウガン,氷属性,1553,,974,,0,狩人の結束,1,,風圧耐性,2,クシャルダオラ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%83%9B%E3%83%BC%E3%83%8D%E3%82%B9%3D%E3%83%80%E3%82%AA%E3%83%A9.png,,2024/08/03 9:29:34,2024/10/03 16:34:00
ZTwHnop6,100025,あまとぶや軽弩の水珠5,ライトボウガン,水属性,1138,,1156,,20,ジャスト回避強化,1,,,,タマミツネ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%81%82%E3%81%BE%E3%81%A8%E3%81%B6%E3%82%84%E8%BB%BD%E5%BC%A9%E3%81%AE%E6%B0%B4%E7%8F%A0.png,,2024/08/03 9:29:34,2024/10/03 16:33:22
jGZtVAvy,100026,炎王焔弩【烈火】5,ライトボウガン,火属性,1553,,974,,0,狩人の結束,1,,火事場力,2,テオ・テスカトル,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E7%82%8E%E7%8E%8B%E7%84%94%E5%BC%A9%E3%80%90%E7%83%88%E7%81%AB%E3%80%91.png,,2024/10/14 12:58:48,2024/10/14 12:58:48
Bsnbgk5t,100027,禍ツ弩ノ幽鬼ドシュー5,ライトボウガン,無属性,1878,,0,,0,破壊王,1,,,,マガイマガド,,,,2024/10/12 22:25:50,2024/10/18 9:55:20
C0cHtkQi,100028,金獅子筒【万雷】5,ライトボウガン,雷属性,1318,,1261,,-30,砲術,1,,,,ラージャン,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E9%87%91%E7%8D%85%E5%AD%90%E7%AD%92%E3%80%90%E4%B8%87%E9%9B%B7%E3%80%91.png,,,
ctDkDx4F,100029,破滅の引金5,ライトボウガン,龍属性,1553,,974,,0,狩人の結束,1,,破壊王,2,ネルギガンテ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E7%A0%B4%E6%BB%85%E3%81%AE%E5%BC%95%E9%87%91.png,,2024/10/14 13:00:42,2024/10/14 13:00:42
S5BN8RHA,100030,レックスファイア6,ライトボウガン,無属性,2198,,0,,-40,凶会心,1,,,,ティガレックス,,,,,
ReTXOy79,100031,カーサスファイア6,ライトボウガン,無属性,2198,,0,,-10,弾導強化,3,,,,ティガレックス亜種,,,,,
ywhdwWvy,100032,幻獣筒5,ライトボウガン,雷属性,1205,,1305,,0,狩人の結束,1,,力の解放,1,キリン,,,,,
IFsQelqn,100033,バゼルタイフーン6,ライトボウガン,火属性,1318,,1261,,-30,回避装填,2,,,,バゼルギウス,,,,,
TMRRHbZU,100034,ディノブリッツ6,ライトボウガン,火属性,1318,,1261,,-30,凶会心,1,,,,ディノバルド,,,,,
dzAeJuiu,100035,マジナイランプ5,ライトボウガン,無属性,2041,,0,,0,狩人の結束,1,,闇討ち,2,オオナズチ,,,,,
HSPovCBo,100036,大天具・花銃グセ5,ライトボウガン,無属性,1764,,0,,0,グループハント強化【攻撃】,2,,,,ビシュテンゴ,,,,,
nhk1xVjh,100037,ブランシューター7,ライトボウガン,氷属性,1293,,910,,0,勇猛,1,,,,ブラントドス,,,,,
tBZsdGl0,100038,ヒドゥンバレット6,ライトボウガン,無属性,1738,,0,,40,死中に活,2,,,,ナルガクルガ,,,,,
EqHZZnIE,100039,ネロ・アクチヌラ5,ライトボウガン,水属性,1328,,1074,,20,狩人の結束,1,,弱点特効,1,ネロミェール,,,,,
vcZ2R0OH,100040,冷たき月の狼弩改5,ライトボウガン,氷属性,1020,,1173,,0,ハイチャージ【氷】,1,,,,ルナガロン,,,,,
QyHvrASD,100041,ゴルム・アサルト改5,ライトボウガン,無属性,1979,,0,,0,果敢,1,,,,ガランゴルム,,,,,
TAUfRqtR,100042,ローゼンゲヴェーア改5,ライトボウガン,火属性,1197,,1154,,20,破壊王【SPスキル】,2,,,,エスピナス,,,,,
Eh1z7dnJ,100043,葬銀のクーゲル5,ライトボウガン,龍属性,1205,,1305,,0,狩人の結束,1,,ハイチャージ【龍】,1,メル・ゼナ,,,,,
sSgGOjgw,100044,ゴシャガバァン5,ライトボウガン,氷属性,1311,,1200,,-30,凶会心,1,,,,ゴシャハギ,,,,,
pjsq3Ezf,100045,サージ雷竜砲【翠雷】改5,ライトボウガン,雷属性,1138,,1156,,20,雷属性攻撃強化,1,,,,ライゼクス,,,,,
FIYnSIio,100046,カーニバル2024ライフル7,ライトボウガン,無属性,1878,,0,,0,防御,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%82%AB%E3%83%BC%E3%83%8B%E3%83%90%E3%83%AB2024%E3%83%A9%E3%82%A4%E3%83%95%E3%83%AB.png,,2024/10/14 13:04:37,2024/10/17 10:35:54
EzBWefEi,100047,パワーライフル5,ライトボウガン,無属性,1596,,0,,0,SPゲージ加速,1,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1000xx/%E3%83%91%E3%83%AF%E3%83%BC%E3%83%A9%E3%82%A4%E3%83%95%E3%83%AB.png,,2024/08/03 9:29:34,2024/10/05 8:50:42
TMovJepA,100048,福来の軽弩6,ライトボウガン,龍属性,1221,,1142,,0,KO術,2,,,,なし,,,※生産・強化に必要な枚数：20枚,,
e1zmD2K5,100049,エスペラバレット5,ライトボウガン,無属性,1878,,0,,0,ジャスト回避強化,1,,,,なし,,,ホープ武器生産チケット,,
qBj64qg2,110001,スティールアサルト5,ヘビィボウガン,無属性,1596,,0,,0,毒耐性,2,,,,なし,,,,2024/09/27 23:59:48,2024/10/05 9:06:52
JgsrX6jz,110002,ジャグラスキャノン5,ヘビィボウガン,水属性,1373,,607,,0,体力増強,2,,,,ドスジャグラス,,,,2024/10/02 9:48:51,2024/10/17 20:31:08
gab0jw6l,110003,ダチュラブラスター5,ヘビィボウガン,無属性,1756,,0,,0,闇討ち,1,,,,プケプケ,,,,2024/10/02 9:58:19,2024/10/17 20:31:30
Nh1pgM2d,110004,ラグーナブラスター6,ヘビィボウガン,水属性,1221,,1142,,0,耳栓,1,,,,プケプケ亜種,,,,2024/10/03 18:18:44,2024/10/17 20:33:34
vPF4Kpyw,110005,カガチノシシ5,ヘビィボウガン,雷属性,1293,,910,,0,回避距離UP,1,,,,トビカガチ,,,,2024/10/03 18:20:28,2024/10/18 9:55:43
QmnhUYsX,110006,ナイトメアキャノン6,ヘビィボウガン,無属性,1979,,0,,0,闇討ち,1,,,,パオウルムー亜種,,,,2024/10/03 18:21:14,2024/10/18 9:56:06
r727aS8m,110007,ウォーターキャノン5,ヘビィボウガン,水属性,1293,,910,,0,背水防御,1,,,,ジュラトドス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/1100xx/%E3%82%A6%E3%82%A9%E3%83%BC%E3%82%BF%E3%83%BC%E3%82%AD%E3%83%A3%E3%83%8E%E3%83%B3.png,,2024/10/03 20:12:41,2024/10/18 10:10:13
MRn3EUiH,110008,フラムエルテルマ5,ヘビィボウガン,火属性,1293,,910,,0,尻上がり,1,,,,アンジャナフ,,,,2024/10/03 20:14:06,2024/10/18 10:09:53
